RTA ID,RTA Name,Country,Entry Date,Exit Date
123,EC (15) Enlargement,Sweden,1995-01-01,
20,Costa Rica - Mexico,Costa Rica,1995-01-01,
20,Costa Rica - Mexico,Mexico,1995-01-01,
243,EC - Estonia Agreement,Belgium,1995-01-01,
243,EC - Estonia Agreement,Denmark,1995-01-01,
243,EC - Estonia Agreement,Estonia,1995-01-01,
243,EC - Estonia Agreement,France,1995-01-01,
243,EC - Estonia Agreement,Germany,1995-01-01,
243,EC - Estonia Agreement,Greece,1995-01-01,
243,EC - Estonia Agreement,Ireland,1995-01-01,
243,EC - Estonia Agreement,Italy,1995-01-01,
243,EC - Estonia Agreement,Luxembourg,1995-01-01,
243,EC - Estonia Agreement,Netherlands,1995-01-01,
243,EC - Estonia Agreement,Portugal,1995-01-01,
243,EC - Estonia Agreement,Spain,1995-01-01,
243,EC - Estonia Agreement,United Kingdom,1995-01-01,
649,Colombia - Mexico,Colombia,1995-01-01,
649,Colombia - Mexico,Mexico,1995-01-01,
254,EC - Latvia Agreement,Belgium,1995-01-01,
254,EC - Latvia Agreement,Denmark,1995-01-01,
254,EC - Latvia Agreement,France,1995-01-01,
254,EC - Latvia Agreement,Germany,1995-01-01,
254,EC - Latvia Agreement,Greece,1995-01-01,
254,EC - Latvia Agreement,Ireland,1995-01-01,
254,EC - Latvia Agreement,Italy,1995-01-01,
254,EC - Latvia Agreement,Latvia,1995-01-01,
254,EC - Latvia Agreement,Luxembourg,1995-01-01,
254,EC - Latvia Agreement,Netherlands,1995-01-01,
254,EC - Latvia Agreement,Portugal,1995-01-01,
254,EC - Latvia Agreement,Spain,1995-01-01,
254,EC - Latvia Agreement,United Kingdom,1995-01-01,
258,EC - Lithuania ,Belgium,1995-01-01,
258,EC - Lithuania ,Denmark,1995-01-01,
258,EC - Lithuania ,France,1995-01-01,
258,EC - Lithuania ,Germany,1995-01-01,
258,EC - Lithuania ,Greece,1995-01-01,
258,EC - Lithuania ,Ireland,1995-01-01,
258,EC - Lithuania ,Italy,1995-01-01,
258,EC - Lithuania ,Lithuania,1995-01-01,
258,EC - Lithuania ,Luxembourg,1995-01-01,
258,EC - Lithuania ,Netherlands,1995-01-01,
258,EC - Lithuania ,Portugal,1995-01-01,
258,EC - Lithuania ,Spain,1995-01-01,
258,EC - Lithuania ,United Kingdom,1995-01-01,
235,EC - Bulgaria Europe Agreement,Belgium,1995-02-01,
235,EC - Bulgaria Europe Agreement,Bulgaria,1995-02-01,
235,EC - Bulgaria Europe Agreement,Denmark,1995-02-01,
235,EC - Bulgaria Europe Agreement,France,1995-02-01,
235,EC - Bulgaria Europe Agreement,Germany,1995-02-01,
235,EC - Bulgaria Europe Agreement,Greece,1995-02-01,
235,EC - Bulgaria Europe Agreement,Ireland,1995-02-01,
235,EC - Bulgaria Europe Agreement,Italy,1995-02-01,
235,EC - Bulgaria Europe Agreement,Luxembourg,1995-02-01,
235,EC - Bulgaria Europe Agreement,Netherlands,1995-02-01,
235,EC - Bulgaria Europe Agreement,Portugal,1995-02-01,
235,EC - Bulgaria Europe Agreement,Spain,1995-02-01,
235,EC - Bulgaria Europe Agreement,United Kingdom,1995-02-01,
239,EC - Czech Republic Europe Agreement,Austria,1995-02-01,
239,EC - Czech Republic Europe Agreement,Belgium,1995-02-01,
239,EC - Czech Republic Europe Agreement,Czech Republic,1995-02-01,
239,EC - Czech Republic Europe Agreement,Denmark,1995-02-01,
239,EC - Czech Republic Europe Agreement,Finland,1995-02-01,
239,EC - Czech Republic Europe Agreement,France,1995-02-01,
239,EC - Czech Republic Europe Agreement,Germany,1995-02-01,
239,EC - Czech Republic Europe Agreement,Greece,1995-02-01,
239,EC - Czech Republic Europe Agreement,Ireland,1995-02-01,
239,EC - Czech Republic Europe Agreement,Italy,1995-02-01,
239,EC - Czech Republic Europe Agreement,Luxembourg,1995-02-01,
239,EC - Czech Republic Europe Agreement,Netherlands,1995-02-01,
239,EC - Czech Republic Europe Agreement,Portugal,1995-02-01,
239,EC - Czech Republic Europe Agreement,Spain,1995-02-01,
239,EC - Czech Republic Europe Agreement,Sweden,1995-02-01,
239,EC - Czech Republic Europe Agreement,United Kingdom,1995-02-01,
270,EC - Slovak Republic Europe Agreement,Belgium,1995-02-01,
270,EC - Slovak Republic Europe Agreement,Denmark,1995-02-01,
270,EC - Slovak Republic Europe Agreement,France,1995-02-01,
270,EC - Slovak Republic Europe Agreement,Germany,1995-02-01,
270,EC - Slovak Republic Europe Agreement,Greece,1995-02-01,
270,EC - Slovak Republic Europe Agreement,Ireland,1995-02-01,
270,EC - Slovak Republic Europe Agreement,Italy,1995-02-01,
270,EC - Slovak Republic Europe Agreement,Luxembourg,1995-02-01,
270,EC - Slovak Republic Europe Agreement,Netherlands,1995-02-01,
270,EC - Slovak Republic Europe Agreement,Portugal,1995-02-01,
270,EC - Slovak Republic Europe Agreement,Slovak Republic,1995-02-01,
270,EC - Slovak Republic Europe Agreement,Spain,1995-02-01,
270,EC - Slovak Republic Europe Agreement,United Kingdom,1995-02-01,
268,EC - Romania Europe Agreement,Belgium,1995-02-01,
268,EC - Romania Europe Agreement,Denmark,1995-02-01,
268,EC - Romania Europe Agreement,France,1995-02-01,
268,EC - Romania Europe Agreement,Germany,1995-02-01,
268,EC - Romania Europe Agreement,Greece,1995-02-01,
268,EC - Romania Europe Agreement,Ireland,1995-02-01,
268,EC - Romania Europe Agreement,Italy,1995-02-01,
268,EC - Romania Europe Agreement,Luxembourg,1995-02-01,
268,EC - Romania Europe Agreement,Netherlands,1995-02-01,
268,EC - Romania Europe Agreement,Portugal,1995-02-01,
268,EC - Romania Europe Agreement,Romania,1995-02-01,
268,EC - Romania Europe Agreement,Spain,1995-02-01,
268,EC - Romania Europe Agreement,United Kingdom,1995-02-01,
110,Canada - Chile,Canada,1997-07-05,
110,Canada - Chile,Chile,1997-07-05,
32,Mexico - Nicaragua,Mexico,1998-07-01,
32,Mexico - Nicaragua,Nicaragua,1998-07-01,
1170,ASEAN Free Trade Area (AFTA),Brunei Darussalam,1998-08-12,
1170,ASEAN Free Trade Area (AFTA),Myanmar,1998-08-12,
1170,ASEAN Free Trade Area (AFTA),Cambodia,1998-08-12,
1170,ASEAN Free Trade Area (AFTA),Indonesia,1998-08-12,
1170,ASEAN Free Trade Area (AFTA),Lao People's Democratic Republic,1998-08-12,
1170,ASEAN Free Trade Area (AFTA),Malaysia,1998-08-12,
1170,ASEAN Free Trade Area (AFTA),Philippines,1998-08-12,
1170,ASEAN Free Trade Area (AFTA),Singapore,1998-08-12,
1170,ASEAN Free Trade Area (AFTA),Viet Nam,1998-08-12,
1170,ASEAN Free Trade Area (AFTA),Thailand,1998-08-12,
273,EC - Slovenia Europe Agreement,Belgium,1999-02-01,
273,EC - Slovenia Europe Agreement,Denmark,1999-02-01,
273,EC - Slovenia Europe Agreement,France,1999-02-01,
273,EC - Slovenia Europe Agreement,Germany,1999-02-01,
273,EC - Slovenia Europe Agreement,Greece,1999-02-01,
273,EC - Slovenia Europe Agreement,Ireland,1999-02-01,
273,EC - Slovenia Europe Agreement,Italy,1999-02-01,
273,EC - Slovenia Europe Agreement,Luxembourg,1999-02-01,
273,EC - Slovenia Europe Agreement,Netherlands,1999-02-01,
273,EC - Slovenia Europe Agreement,Portugal,1999-02-01,
273,EC - Slovenia Europe Agreement,Slovenia,1999-02-01,
273,EC - Slovenia Europe Agreement,Spain,1999-02-01,
273,EC - Slovenia Europe Agreement,United Kingdom,1999-02-01,
80,Chile - Mexico,Chile,1999-08-01,
80,Chile - Mexico,Mexico,1999-08-01,
73,EU - Mexico,United Kingdom,2000-10-01,2020-12-31
73,EU - Mexico,Austria,2000-10-01,
73,EU - Mexico,Belgium,2000-10-01,
73,EU - Mexico,Denmark,2000-10-01,
73,EU - Mexico,Finland,2000-10-01,
73,EU - Mexico,France,2000-10-01,
73,EU - Mexico,Germany,2000-10-01,
73,EU - Mexico,Greece,2000-10-01,
73,EU - Mexico,Ireland,2000-10-01,
73,EU - Mexico,Italy,2000-10-01,
73,EU - Mexico,Luxembourg,2000-10-01,
73,EU - Mexico,Mexico,2000-10-01,
73,EU - Mexico,Netherlands,2000-10-01,
73,EU - Mexico,Portugal,2000-10-01,
73,EU - Mexico,Spain,2000-10-01,
73,EU - Mexico,Sweden,2000-10-01,
78,New Zealand - Singapore,New Zealand,2001-01-01,
78,New Zealand - Singapore,Singapore,2001-01-01,
24,Mexico - Guatemala (Mexico - Northern Triangle),Guatemala,2001-03-15,
24,Mexico - Guatemala (Mexico - Northern Triangle),Mexico,2001-03-15,
26,Mexico - El Salvador (Mexico - Northern Triangle),El Salvador,2001-03-15,
26,Mexico - El Salvador (Mexico - Northern Triangle),Mexico,2001-03-15,
25,Mexico - Honduras (Mexico - Northern Triangle),Honduras,2001-06-01,
25,Mexico - Honduras (Mexico - Northern Triangle),Mexico,2001-06-01,
79,EFTA - Mexico,Mexico,2001-07-01,
79,EFTA - Mexico,European Free Trade Association (EFTA),2001-07-01,
764,Dominican Republic - Central America,Costa Rica,2002-03-07,
764,Dominican Republic - Central America,Guatemala,2001-10-15,
764,Dominican Republic - Central America,Honduras,2001-12-19,
764,Dominican Republic - Central America,Nicaragua,2002-09-03,
764,Dominican Republic - Central America,Dominican Republic,2001-10-04,
764,Dominican Republic - Central America,El Salvador,2001-10-04,
71,United States - Jordan ,Jordan,2001-12-17,
71,United States - Jordan ,United States of America,2001-12-17,
74,Chile - Costa Rica (Chile - Central America),Chile,2002-02-15,
74,Chile - Costa Rica (Chile - Central America),Costa Rica,2002-02-15,
152,European Free Trade Association (EFTA),Austria,2002-06-01,1994-12-31
152,European Free Trade Association (EFTA),Denmark,2002-06-01,1972-12-31
152,European Free Trade Association (EFTA),Finland,1986-01-01,1994-12-31
152,European Free Trade Association (EFTA),Iceland,1970-03-01,
152,European Free Trade Association (EFTA),Liechtenstein,1991-01-01,
152,European Free Trade Association (EFTA),Portugal,2002-06-01,1985-12-31
152,European Free Trade Association (EFTA),Sweden,2002-06-01,1994-12-31
152,European Free Trade Association (EFTA),United Kingdom,2002-06-01,1972-12-31
152,European Free Trade Association (EFTA),Norway,2002-06-01,
152,European Free Trade Association (EFTA),Switzerland,2002-06-01,
55,Chile - El Salvador (Chile - Central America),Chile,2002-06-01,
55,Chile - El Salvador (Chile - Central America),El Salvador,2002-06-01,
141,Caribbean Community and Common Market (CARICOM),Antigua and Barbuda,1974-07-04,
141,Caribbean Community and Common Market (CARICOM),Bahamas,1983-07-04,
141,Caribbean Community and Common Market (CARICOM),Belize,1974-05-01,
141,Caribbean Community and Common Market (CARICOM),Dominica,1974-05-01,
141,Caribbean Community and Common Market (CARICOM),Grenada,1974-05-01,
141,Caribbean Community and Common Market (CARICOM),Haiti,2002-07-02,
141,Caribbean Community and Common Market (CARICOM),Montserrat,1974-05-01,
141,Caribbean Community and Common Market (CARICOM),Saint Kitts and Nevis,1974-07-26,
141,Caribbean Community and Common Market (CARICOM),Saint Lucia,1974-05-01,
141,Caribbean Community and Common Market (CARICOM),Saint Vincent and the Grenadines,1974-05-01,
141,Caribbean Community and Common Market (CARICOM),Suriname,1995-07-04,
141,Caribbean Community and Common Market (CARICOM),Barbados,2002-07-04,
141,Caribbean Community and Common Market (CARICOM),Guyana,2002-07-04,
141,Caribbean Community and Common Market (CARICOM),Jamaica,2002-07-04,
141,Caribbean Community and Common Market (CARICOM),Trinidad and Tobago,2002-07-04,
70,Japan - Singapore,Japan,2002-11-30,
70,Japan - Singapore,Singapore,2002-11-30,
65,EFTA - Singapore,Singapore,2003-01-01,
65,EFTA - Singapore,European Free Trade Association (EFTA),2003-01-01,
39,Panama - El Salvador (Panama - Central America),El Salvador,2003-04-11,
39,Panama - El Salvador (Panama - Central America),Panama,2003-04-11,
57,"China - Hong Kong, China",China,2003-06-29,
57,"China - Hong Kong, China","Hong Kong, China",2003-06-29,
60,Singapore - Australia,Australia,2003-07-28,
60,Singapore - Australia,Singapore,2003-07-28,
56,"China - Macao, China",China,2003-10-17,
56,"China - Macao, China","Macao, China",2003-10-17,
620,GUAM,Azerbaijan,2003-12-10,
620,GUAM,Georgia,2003-12-10,
620,GUAM,"Moldova, Republic of",2003-12-10,
620,GUAM,Ukraine,2003-12-10,
425,Panama - Chinese Taipei,Chinese Taipei,2004-01-01,
425,Panama - Chinese Taipei,Panama,2004-01-01,
58,United States - Singapore,Singapore,2004-01-01,
58,United States - Singapore,United States of America,2004-01-01,
59,United States - Chile,Chile,2004-01-01,
59,United States - Chile,United States of America,2004-01-01,
77,EU - North Macedonia,United Kingdom,2004-04-01,2020-12-31
77,EU - North Macedonia,Austria,2004-04-01,
77,EU - North Macedonia,Belgium,2004-04-01,
77,EU - North Macedonia,Denmark,2004-04-01,
77,EU - North Macedonia,Finland,2004-04-01,
77,EU - North Macedonia,France,2004-04-01,
77,EU - North Macedonia,Germany,2004-04-01,
77,EU - North Macedonia,Greece,2004-04-01,
77,EU - North Macedonia,Ireland,2004-04-01,
77,EU - North Macedonia,Italy,2004-04-01,
77,EU - North Macedonia,Luxembourg,2004-04-01,
77,EU - North Macedonia,Netherlands,2004-04-01,
77,EU - North Macedonia,Portugal,2004-04-01,
77,EU - North Macedonia,Spain,2004-04-01,
77,EU - North Macedonia,Sweden,2004-04-01,
77,EU - North Macedonia,North Macedonia,2004-04-01,
53,"Korea, Republic of - Chile",Chile,2004-04-01,
53,"Korea, Republic of - Chile","Korea, Republic of",2004-04-01,
52,EC (25) Enlargement,United Kingdom,2004-05-01,2020-12-31
52,EC (25) Enlargement,Austria,2004-05-01,
52,EC (25) Enlargement,Belgium,2004-05-01,
52,EC (25) Enlargement,Cyprus,2004-05-01,
52,EC (25) Enlargement,Czech Republic,2004-05-01,
52,EC (25) Enlargement,Denmark,2004-05-01,
52,EC (25) Enlargement,Estonia,2004-05-01,
52,EC (25) Enlargement,Finland,2004-05-01,
52,EC (25) Enlargement,France,2004-05-01,
52,EC (25) Enlargement,Germany,2004-05-01,
52,EC (25) Enlargement,Greece,2004-05-01,
52,EC (25) Enlargement,Hungary,2004-05-01,
52,EC (25) Enlargement,Ireland,2004-05-01,
52,EC (25) Enlargement,Italy,2004-05-01,
52,EC (25) Enlargement,Latvia,2004-05-01,
52,EC (25) Enlargement,Lithuania,2004-05-01,
52,EC (25) Enlargement,Luxembourg,2004-05-01,
52,EC (25) Enlargement,Malta,2004-05-01,
52,EC (25) Enlargement,Netherlands,2004-05-01,
52,EC (25) Enlargement,Poland,2004-05-01,
52,EC (25) Enlargement,Portugal,2004-05-01,
52,EC (25) Enlargement,Slovak Republic,2004-05-01,
52,EC (25) Enlargement,Slovenia,2004-05-01,
52,EC (25) Enlargement,Spain,2004-05-01,
52,EC (25) Enlargement,Sweden,2004-05-01,
651,Mexico - Uruguay,Mexico,2004-07-15,
651,Mexico - Uruguay,Uruguay,2004-07-15,
43,EFTA - Chile,Chile,2004-12-01,
43,EFTA - Chile,European Free Trade Association (EFTA),2004-12-01,
40,Thailand - Australia,Australia,2005-01-01,
40,Thailand - Australia,Thailand,2005-01-01,
41,United States - Australia,Australia,2005-01-01,
41,United States - Australia,United States of America,2005-01-01,
67,EU - Croatia,Austria,2005-02-01,
67,EU - Croatia,Belgium,2005-02-01,
67,EU - Croatia,Croatia,2005-02-01,
67,EU - Croatia,Cyprus,2005-02-01,
67,EU - Croatia,Czech Republic,2005-02-01,
67,EU - Croatia,Denmark,2005-02-01,
67,EU - Croatia,Estonia,2005-02-01,
67,EU - Croatia,Finland,2005-02-01,
67,EU - Croatia,France,2005-02-01,
67,EU - Croatia,Germany,2005-02-01,
67,EU - Croatia,Greece,2005-02-01,
67,EU - Croatia,Hungary,2005-02-01,
67,EU - Croatia,Ireland,2005-02-01,
67,EU - Croatia,Italy,2005-02-01,
67,EU - Croatia,Latvia,2005-02-01,
67,EU - Croatia,Lithuania,2005-02-01,
67,EU - Croatia,Luxembourg,2005-02-01,
67,EU - Croatia,Malta,2005-02-01,
67,EU - Croatia,Netherlands,2005-02-01,
67,EU - Croatia,Poland,2005-02-01,
67,EU - Croatia,Portugal,2005-02-01,
67,EU - Croatia,Slovak Republic,2005-02-01,
67,EU - Croatia,Slovenia,2005-02-01,
67,EU - Croatia,Spain,2005-02-01,
67,EU - Croatia,Sweden,2005-02-01,
67,EU - Croatia,United Kingdom,2005-02-01,
33,EU - Chile,United Kingdom,2005-03-01,2020-12-31
33,EU - Chile,Austria,2005-03-01,
33,EU - Chile,Belgium,2005-03-01,
33,EU - Chile,Chile,2005-03-01,
33,EU - Chile,Denmark,2005-03-01,
33,EU - Chile,Finland,2005-03-01,
33,EU - Chile,France,2005-03-01,
33,EU - Chile,Germany,2005-03-01,
33,EU - Chile,Greece,2005-03-01,
33,EU - Chile,Ireland,2005-03-01,
33,EU - Chile,Italy,2005-03-01,
33,EU - Chile,Luxembourg,2005-03-01,
33,EU - Chile,Netherlands,2005-03-01,
33,EU - Chile,Portugal,2005-03-01,
33,EU - Chile,Spain,2005-03-01,
33,EU - Chile,Sweden,2005-03-01,
38,Japan - Mexico,Japan,2005-04-01,
38,Japan - Mexico,Mexico,2005-04-01,
31,Thailand - New Zealand,New Zealand,2005-07-01,
31,Thailand - New Zealand,Thailand,2005-07-01,
10,India - Singapore,India,2005-08-01,
10,India - Singapore,Singapore,2005-08-01,
23,Jordan - Singapore,Jordan,2005-08-22,
23,Jordan - Singapore,Singapore,2005-08-22,
130,Southern Common Market (MERCOSUR),Argentina,2005-12-07,
130,Southern Common Market (MERCOSUR),Brazil,2005-12-07,
130,Southern Common Market (MERCOSUR),Paraguay,2005-12-07,
130,Southern Common Market (MERCOSUR),Uruguay,2005-12-07,
30,United States - Morocco,Morocco,2006-01-01,
30,United States - Morocco,United States of America,2006-01-01,
27,Dominican Republic - Central America - United States Free Trade Agreement (CAFTA-DR),Costa Rica,2009-01-01,
27,Dominican Republic - Central America - United States Free Trade Agreement (CAFTA-DR),Dominican Republic,2007-03-01,
27,Dominican Republic - Central America - United States Free Trade Agreement (CAFTA-DR),Guatemala,2006-07-01,
27,Dominican Republic - Central America - United States Free Trade Agreement (CAFTA-DR),Honduras,2006-04-01,
27,Dominican Republic - Central America - United States Free Trade Agreement (CAFTA-DR),Nicaragua,2006-04-01,
27,Dominican Republic - Central America - United States Free Trade Agreement (CAFTA-DR),El Salvador,2006-03-01,
27,Dominican Republic - Central America - United States Free Trade Agreement (CAFTA-DR),United States of America,2006-03-01,
28,"Korea, Republic of - Singapore","Korea, Republic of",2006-03-02,
28,"Korea, Republic of - Singapore",Singapore,2006-03-02,
9,Trans-Pacific Strategic Economic Partnership,Brunei Darussalam,2006-07-12,
9,Trans-Pacific Strategic Economic Partnership,Chile,2006-11-08,
9,Trans-Pacific Strategic Economic Partnership,New Zealand,2006-05-28,
9,Trans-Pacific Strategic Economic Partnership,Singapore,2006-05-28,
424,Guatemala - Chinese Taipei,Chinese Taipei,2006-07-01,
424,Guatemala - Chinese Taipei,Guatemala,2006-07-01,
22,Japan - Malaysia,Japan,2006-07-13,
22,Japan - Malaysia,Malaysia,2006-07-13,
11,Panama - Singapore,Panama,2006-07-24,
11,Panama - Singapore,Singapore,2006-07-24,
19,United States - Bahrain,"Bahrain, Kingdom of",2006-08-01,
19,United States - Bahrain,United States of America,2006-08-01,
21,"EFTA - Korea, Republic of",Iceland,2006-10-01,
21,"EFTA - Korea, Republic of","Korea, Republic of",2006-09-01,
21,"EFTA - Korea, Republic of",European Free Trade Association (EFTA),2006-09-01,
566,Iceland - Faeroe Islands,Faeroe Islands,2006-11-01,
566,Iceland - Faeroe Islands,Iceland,2006-11-01,
6,EC (27) Enlargement,United Kingdom,2007-01-01,2020-12-31
6,EC (27) Enlargement,Austria,2007-01-01,
6,EC (27) Enlargement,Belgium,2007-01-01,
6,EC (27) Enlargement,Bulgaria,2007-01-01,
6,EC (27) Enlargement,Cyprus,2007-01-01,
6,EC (27) Enlargement,Czech Republic,2007-01-01,
6,EC (27) Enlargement,Denmark,2007-01-01,
6,EC (27) Enlargement,Estonia,2007-01-01,
6,EC (27) Enlargement,Finland,2007-01-01,
6,EC (27) Enlargement,France,2007-01-01,
6,EC (27) Enlargement,Germany,2007-01-01,
6,EC (27) Enlargement,Greece,2007-01-01,
6,EC (27) Enlargement,Hungary,2007-01-01,
6,EC (27) Enlargement,Ireland,2007-01-01,
6,EC (27) Enlargement,Italy,2007-01-01,
6,EC (27) Enlargement,Latvia,2007-01-01,
6,EC (27) Enlargement,Lithuania,2007-01-01,
6,EC (27) Enlargement,Luxembourg,2007-01-01,
6,EC (27) Enlargement,Malta,2007-01-01,
6,EC (27) Enlargement,Netherlands,2007-01-01,
6,EC (27) Enlargement,Poland,2007-01-01,
6,EC (27) Enlargement,Portugal,2007-01-01,
6,EC (27) Enlargement,Romania,2007-01-01,
6,EC (27) Enlargement,Slovak Republic,2007-01-01,
6,EC (27) Enlargement,Slovenia,2007-01-01,
6,EC (27) Enlargement,Spain,2007-01-01,
6,EC (27) Enlargement,Sweden,2007-01-01,
42,ASEAN - China,China,2007-07-01,
42,ASEAN - China,ASEAN Free Trade Area (AFTA),2007-07-01,
3,Chile - Japan,Chile,2007-09-03,
3,Chile - Japan,Japan,2007-09-03,
1,Japan - Thailand,Japan,2007-11-01,
1,Japan - Thailand,Thailand,2007-11-01,
187,Pakistan - Malaysia,Malaysia,2008-01-01,
187,Pakistan - Malaysia,Pakistan,2008-01-01,
671,Nicaragua - Chinese Taipei,Chinese Taipei,2008-01-01,
671,Nicaragua - Chinese Taipei,Nicaragua,2008-01-01,
527,El Salvador - Honduras - Chinese Taipei,Chinese Taipei,2008-03-01,
527,El Salvador - Honduras - Chinese Taipei,El Salvador,2008-03-01,
527,El Salvador - Honduras - Chinese Taipei,Honduras,2008-03-01,
189,Panama - Chile,Chile,2008-03-07,
189,Panama - Chile,Panama,2008-03-07,
172,Japan - Indonesia ,Indonesia,2008-07-01,
172,Japan - Indonesia ,Japan,2008-07-01,
511,Chile - Honduras (Chile - Central America),Chile,2008-07-19,
511,Chile - Honduras (Chile - Central America),Honduras,2008-07-19,
567,Brunei Darussalam - Japan,Brunei Darussalam,2008-07-31,
567,Brunei Darussalam - Japan,Japan,2008-07-31,
664,China - New Zealand,China,2008-10-01,
664,China - New Zealand,New Zealand,2008-10-01,
414,Panama - Costa Rica (Panama - Central America),Costa Rica,2008-11-23,
414,Panama - Costa Rica (Panama - Central America),Panama,2008-11-23,
622,Japan - Philippines,Japan,2008-12-11,
622,Japan - Philippines,Philippines,2008-12-11,
605,EU - CARIFORUM States,United Kingdom,2008-12-29,2020-12-31
605,EU - CARIFORUM States,Antigua and Barbuda,2008-12-29,
605,EU - CARIFORUM States,Austria,2008-12-29,
605,EU - CARIFORUM States,Bahamas,2008-12-29,
605,EU - CARIFORUM States,Barbados,2008-12-29,
